CONCEPT_ID,OPERATOR,ELEMENT_NAME,FILTER,TITLE,ID,short_name
10872,=,expressive_8,0,Vineland-II - Survey Form (2005),1299,vinelandsurvey_200505
10872,=,interpersrelation_19,0,Vineland-II - Survey Form (2005),1300,vinelandsurvey_200505
10872,=,interpersrelation_22,0,Vineland-II - Survey Form (2005),1301,vinelandsurvey_200505
10872,=,scl5_count_total,0,Mullen Scales of Early Learning,1302,mullen03
10872,=,scl5_labelpic_total,0,Mullen Scales of Early Learning,1303,mullen03
10872,=,scl5_nameobj_total,0,Mullen Scales of Early Learning,1304,mullen03
10872,=,scl5_oral_vocab,0,Mullen Scales of Early Learning,1305,mullen03
10872,=,scl5_picname_tot,0,Mullen Scales of Early Learning,1306,mullen03
10872,=,scl5_twoword_phrase,0,Mullen Scales of Early Learning,1307,mullen03
10872,=,scl5_verbal_analogy,0,Mullen Scales of Early Learning,1308,mullen03
10872,?,celfp2_ev_percent_rk,,CELF Preschool-2,618,celf_p201
10872,?,celfp2_ev_scld,,CELF Preschool-2,619,celf_p201
10872,between,dasii_sar_wdef_tscr,10::49,DAS-II: Differential Ability Scales 2nd Ed. School Age,620,das_ii_school04
10872,between,ss_similaritiestscoreverbal4,20::49,WASI-2,621,wasi201
10872,between,ss_similaritiestscoreverbal4,20::49,Wechsler Abbreviated Scale of Intelligence (WASI),621,wasi_199903
10872,between,ss_vocabularytscoreverbal4,20::49,WASI-2,622,wasi201
10872,between,ss_vocabularytscoreverbal4,20::49,Wechsler Abbreviated Scale of Intelligence (WASI),622,wasi_199903
10872,in,funccom_levell,1;2,"Autism Diagnostic Interview, Revised (ADI-R)",2490,adi_200304
10881,?,celf4_ws_scld_scr,,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",623,celf_402
10881,?,celfp2_ws_scld,,CELF Preschool-2,624,celf_p201
10881,between,ccc2itm36,1::3,Children's Communication Checklist - 2,2491,ccc201
10881,in,expressive_32,1;2,Vineland-II - Survey Form (2005),2492,vinelandsurvey_200505
10881,in,expressive_36,1;2,Vineland-II - Survey Form (2005),2493,vinelandsurvey_200505
10881,in,expressive_50,1;2,Vineland-II - Survey Form (2005),2494,vinelandsurvey_200505
10882,=,ccc2itm36,0,Children's Communication Checklist - 2,1309,ccc201
10882,=,expressive_32,0,Vineland-II - Survey Form (2005),1310,vinelandsurvey_200505
10882,=,expressive_36,0,Vineland-II - Survey Form (2005),1311,vinelandsurvey_200505
10882,=,expressive_50,0,Vineland-II - Survey Form (2005),1312,vinelandsurvey_200505
10882,?,celf4_ws_scld_scr,,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",625,celf_402
10882,?,celfp2_ws_scld,,CELF Preschool-2,626,celf_p201
10891,=,ccc2itm02,0,Children's Communication Checklist - 2,1313,ccc201
10891,=,ccc2itm23,0,Children's Communication Checklist - 2,1314,ccc201
10891,=,ccc2itm24,0,Children's Communication Checklist - 2,1315,ccc201
10891,=,ccc2itm29,0,Children's Communication Checklist - 2,1316,ccc201
10891,=,ccc2itm38,0,Children's Communication Checklist - 2,1317,ccc201
10891,=,ccc2itm44,0,Children's Communication Checklist - 2,1318,ccc201
10891,=,codinga_spabn_b,0,Adapted ADOS Module 2,1319,aados_m201
10891,=,codinga_spabn_b,0,Autism Diagnostic Observation Schedule (ADOS) - Module 2 (2007),1319,ados2_200701
10891,=,codinga_spabn_b,0,Autism Diagnostic Observation Schedule (ADOS)- Module 2,1319,ados2_200102
10891,=,codinga_spabn_b,0,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 2",1319,ados2_201201
10891,=,codinga_spabn_c,0,Autism Diagnostic Observation Schedule (ADOS) - Module 3,1320,ados3_200103
10891,=,codinga_spabn_c,0,Autism Diagnostic Observation Schedule (ADOS)- Module 3,1320,ados3_200102
10891,=,codinga_spabn_c,0,Autism Diagnostic Observation Schedule (ADOS)- Module 3 (2007),1320,ados3_200701
10891,=,codinga_spabn_c,0,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 3",1320,ados3_201201
10891,=,codinga_spabn_d,0,Autism Diagnostic Observation Schedule (ADOS) - Module 4,1321,ados4_200102
10891,=,codinga_spabn_d,0,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 4",1321,ados4_201201
10891,=,funccom_artic5,0,"Autism Diagnostic Interview, Revised (ADI-R)",1322,adi_200304
10891,=,funccom_cartic,0,"Autism Diagnostic Interview, Revised (ADI-R)",1323,adi_200304
10891,=,pp_nonverbal_skil_45,0,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",1324,celf_402
10891,=,scl5_consonant_sound,1,Mullen Scales of Early Learning,1325,mullen03
10891,=,scl5_twosyll_sound,1,Mullen Scales of Early Learning,1326,mullen03
10891,between,ccc2itm51,1::3,Children's Communication Checklist - 2,2495,ccc201
10891,between,ccc2itm58,1::3,Children's Communication Checklist - 2,2496,ccc201
10891,in,expressive_38,1;2,Vineland-II - Survey Form (2005),2497,vinelandsurvey_200505
10892,=,ccc2itm51,0,Children's Communication Checklist - 2,1327,ccc201
10892,=,ccc2itm58,0,Children's Communication Checklist - 2,1328,ccc201
10892,=,expressive_38,0,Vineland-II - Survey Form (2005),1329,vinelandsurvey_200505
10892,=,scl5_consonant_sound,0,Mullen Scales of Early Learning,1330,mullen03
10892,=,scl5_twosyll_sound,0,Mullen Scales of Early Learning,1331,mullen03
10892,between,ccc2itm02,1::3,Children's Communication Checklist - 2,2498,ccc201
10892,between,ccc2itm23,1::3,Children's Communication Checklist - 2,2499,ccc201
10892,between,ccc2itm24,1::3,Children's Communication Checklist - 2,2500,ccc201
10892,between,ccc2itm29,1::3,Children's Communication Checklist - 2,2501,ccc201
10892,between,ccc2itm38,1::3,Children's Communication Checklist - 2,2502,ccc201
10892,between,ccc2itm44,1::3,Children's Communication Checklist - 2,2503,ccc201
10892,between,funccom_artic5,1::3,"Autism Diagnostic Interview, Revised (ADI-R)",2507,adi_200304
10892,between,funccom_cartic,1::3,"Autism Diagnostic Interview, Revised (ADI-R)",2508,adi_200304
10892,between,pp_nonverbal_skil_45,1::4,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",2509,celf_402
10892,in,codinga_spabn_b,1;2;3;7;8,Adapted ADOS Module 2,2504,aados_m201
10892,in,codinga_spabn_b,1;2;3;7;8,Autism Diagnostic Observation Schedule (ADOS) - Module 2 (2007),2504,ados2_200701
10892,in,codinga_spabn_b,1;2;3;7;8,Autism Diagnostic Observation Schedule (ADOS)- Module 2,2504,ados2_200102
10892,in,codinga_spabn_b,1;2;3;7;8,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 2",2504,ados2_201201
10892,in,codinga_spabn_c,1;2;7,Autism Diagnostic Observation Schedule (ADOS) - Module 3,2505,ados3_200103
10892,in,codinga_spabn_c,1;2;7,Autism Diagnostic Observation Schedule (ADOS)- Module 3,2505,ados3_200102
10892,in,codinga_spabn_c,1;2;7,Autism Diagnostic Observation Schedule (ADOS)- Module 3 (2007),2505,ados3_200701
10892,in,codinga_spabn_c,1;2;7,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 3",2505,ados3_201201
10892,in,codinga_spabn_d,1;2;7,Autism Diagnostic Observation Schedule (ADOS) - Module 4,2506,ados4_200102
10892,in,codinga_spabn_d,1;2;7,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 4",2506,ados4_201201
10901,=,bpass13,1,Broader Phenotype Autism Symptom Scale,1332,bpass01
10901,=,codinga_inton_a,0,Autism Diagnostic Observation Schedule (ADOS) - Module 1 (2007),1333,ados1_200701
10901,=,codinga_inton_a,0,Autism Diagnostic Observation Schedule (ADOS)- Module 1,1333,ados1_200102
10901,=,codinga_inton_a,0,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 1",1333,ados1_201201
10901,=,expressive_19,0,Vineland-II - Survey Form (2005),1334,vinelandsurvey_200505
10901,=,funccom_cinr,0,"Autism Diagnostic Interview, Revised (ADI-R)",1335,adi_200304
10901,=,funccom_einr,0,"Autism Diagnostic Interview, Revised (ADI-R)",1336,adi_200304
10901,=,parentreport_53,1,"SRS-2. Adult, Preschool and School Age",1337,srs201
10901,=,parentreport_53,1,Social Responsiveness Scale (SRS),1337,srs02
10901,=,scl5_inflection,0,Mullen Scales of Early Learning,1338,mullen03
10901,=,srsprs_q53,1,SRS-2. Preschool Version,1339,srs2_preschool01
10901,=,srsprs_q53,1,Social Responsiveness Scale (SRS) - Preschool Version,1339,srs_preschool_200601
10901,in,expressive_41,1;2,Vineland-II - Survey Form (2005),2510,vinelandsurvey_200505
10902,=,expressive_41,0,Vineland-II - Survey Form (2005),1340,vinelandsurvey_200505
10902,=,scl5_inflection,1,Mullen Scales of Early Learning,1341,mullen03
10902,between,bpass13,2::4,Broader Phenotype Autism Symptom Scale,2511,bpass01
10902,between,parentreport_53,2::4,"SRS-2. Adult, Preschool and School Age",2516,srs201
10902,between,parentreport_53,2::4,Social Responsiveness Scale (SRS),2516,srs02
10902,between,srsprs_q53,2::4,SRS-2. Preschool Version,2517,srs2_preschool01
10902,between,srsprs_q53,2::4,Social Responsiveness Scale (SRS) - Preschool Version,2517,srs_preschool_200601
10902,in,codinga_inton_a,1;2,Autism Diagnostic Observation Schedule (ADOS) - Module 1 (2007),2512,ados1_200701
10902,in,codinga_inton_a,1;2,Autism Diagnostic Observation Schedule (ADOS)- Module 1,2512,ados1_200102
10902,in,codinga_inton_a,1;2,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 1",2512,ados1_201201
10902,in,expressive_19,1;2,Vineland-II - Survey Form (2005),2513,vinelandsurvey_200505
10902,in,funccom_cinr,1;2;3;7,"Autism Diagnostic Interview, Revised (ADI-R)",2514,adi_200304
10902,in,funccom_einr,1;2;3;7,"Autism Diagnostic Interview, Revised (ADI-R)",2515,adi_200304
10911,=,scl5_babbling,1,Mullen Scales of Early Learning,1342,mullen03
10911,=,scl5_chew_move,1,Mullen Scales of Early Learning,1343,mullen03
10911,=,scl5_happy_sound,1,Mullen Scales of Early Learning,1344,mullen03
10911,=,scl5_laughs,1,Mullen Scales of Early Learning,1345,mullen03
10911,=,scl5_make_vocal,1,Mullen Scales of Early Learning,1346,mullen03
10911,=,scl5_sound_play,1,Mullen Scales of Early Learning,1347,mullen03
10911,=,scl5_vocalizes,1,Mullen Scales of Early Learning,1348,mullen03
10911,between,codinga_fvoc_a,0::2,Adapted ADOS Module 1,2518,aados_m101
10911,between,codinga_fvoc_a,0::2,Adapted ADOS Module 2,2518,aados_m201
10911,between,codinga_fvoc_a,0::2,Autism Diagnostic Observation Schedule (ADOS) - Module 1 (2007),2518,ados1_200701
10911,between,codinga_fvoc_a,0::2,Autism Diagnostic Observation Schedule (ADOS)- Module 1,2518,ados1_200102
10911,between,codinga_fvoc_a,0::2,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 1",2518,ados1_201201
10911,in,expressive_1,1;2,Vineland-II - Survey Form (2005),2519,vinelandsurvey_200505
10911,in,expressive_3,1;2,Vineland-II - Survey Form (2005),2520,vinelandsurvey_200505
10911,in,expressive_4,1;2,Vineland-II - Survey Form (2005),2521,vinelandsurvey_200505
10911,in,expressive_5,1;2,Vineland-II - Survey Form (2005),2522,vinelandsurvey_200505
10911,in,expressive_6,1;2,Vineland-II - Survey Form (2005),2523,vinelandsurvey_200505
10912,=,codinga_fvoc_a,3,Adapted ADOS Module 1,1349,aados_m101
10912,=,codinga_fvoc_a,3,Adapted ADOS Module 2,1349,aados_m201
10912,=,codinga_fvoc_a,3,Autism Diagnostic Observation Schedule (ADOS) - Module 1 (2007),1349,ados1_200701
10912,=,codinga_fvoc_a,3,Autism Diagnostic Observation Schedule (ADOS)- Module 1,1349,ados1_200102
10912,=,codinga_fvoc_a,3,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 1",1349,ados1_201201
10912,=,expressive_1,0,Vineland-II - Survey Form (2005),1350,vinelandsurvey_200505
10912,=,expressive_3,0,Vineland-II - Survey Form (2005),1351,vinelandsurvey_200505
10912,=,expressive_4,0,Vineland-II - Survey Form (2005),1352,vinelandsurvey_200505
10912,=,expressive_5,0,Vineland-II - Survey Form (2005),1353,vinelandsurvey_200505
10912,=,expressive_6,0,Vineland-II - Survey Form (2005),1354,vinelandsurvey_200505
10912,=,scl5_babbling,0,Mullen Scales of Early Learning,1355,mullen03
10912,=,scl5_chew_move,0,Mullen Scales of Early Learning,1356,mullen03
10912,=,scl5_happy_sound,0,Mullen Scales of Early Learning,1357,mullen03
10912,=,scl5_laughs,0,Mullen Scales of Early Learning,1358,mullen03
10912,=,scl5_make_vocal,0,Mullen Scales of Early Learning,1359,mullen03
10912,=,scl5_sound_play,0,Mullen Scales of Early Learning,1360,mullen03
10912,=,scl5_vocalizes,0,Mullen Scales of Early Learning,1361,mullen03
10921,=,expressive_23,0,Vineland-II - Survey Form (2005),1362,vinelandsurvey_200505
10921,?,celf4_wc1e_scld_scr,,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",627,celf_402
10921,?,celf4_wc1t_scld_scr,,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",628,celf_402
10921,?,celfp2_wc_t_scld,,CELF Preschool-2,629,celf_p201
10921,between,dasii_sar_vsim_tscr,50::90,DAS-II: Differential Ability Scales 2nd Ed. School Age,630,das_ii_school04
10921,between,scl5_prac_reason,1::4,Mullen Scales of Early Learning,2531,mullen03
10921,in,expressive_39,1;2,Vineland-II - Survey Form (2005),2524,vinelandsurvey_200505
10921,in,expressive_40,1;2,Vineland-II - Survey Form (2005),2525,vinelandsurvey_200505
10921,in,expressive_42,1;2,Vineland-II - Survey Form (2005),2526,vinelandsurvey_200505
10921,in,expressive_43,1;2,Vineland-II - Survey Form (2005),2527,vinelandsurvey_200505
10921,in,expressive_45,1;2,Vineland-II - Survey Form (2005),2528,vinelandsurvey_200505
10921,in,expressive_48,1;2,Vineland-II - Survey Form (2005),2529,vinelandsurvey_200505
10921,in,expressive_51,1;2,Vineland-II - Survey Form (2005),2530,vinelandsurvey_200505
10922,=,expressive_39,0,Vineland-II - Survey Form (2005),1363,vinelandsurvey_200505
10922,=,expressive_40,0,Vineland-II - Survey Form (2005),1364,vinelandsurvey_200505
10922,=,expressive_42,0,Vineland-II - Survey Form (2005),1365,vinelandsurvey_200505
10922,=,expressive_43,0,Vineland-II - Survey Form (2005),1366,vinelandsurvey_200505
10922,=,expressive_45,0,Vineland-II - Survey Form (2005),1367,vinelandsurvey_200505
10922,=,expressive_48,0,Vineland-II - Survey Form (2005),1368,vinelandsurvey_200505
10922,=,expressive_51,0,Vineland-II - Survey Form (2005),1369,vinelandsurvey_200505
10922,=,scl5_prac_reason,0,Mullen Scales of Early Learning,1370,mullen03
10922,?,celf4_wc1e_scld_scr,,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",631,celf_402
10922,?,celf4_wc1t_scld_scr,,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",632,celf_402
10922,?,celfp2_wc_t_scld,,CELF Preschool-2,633,celf_p201
10922,between,dasii_sar_vsim_tscr,10::50,DAS-II: Differential Ability Scales 2nd Ed. School Age,634,das_ii_school04
10922,in,expressive_23,1;2,Vineland-II - Survey Form (2005),2532,vinelandsurvey_200505
10931,=,ccc2itm01,0,Children's Communication Checklist - 2,1371,ccc201
10931,=,ccc2itm10,0,Children's Communication Checklist - 2,1372,ccc201
10931,=,ccc2itm17,0,Children's Communication Checklist - 2,1373,ccc201
10931,=,ccc2itm27,0,Children's Communication Checklist - 2,1374,ccc201
10931,=,ccc2itm43,0,Children's Communication Checklist - 2,1375,ccc201
10931,=,ccc2itm50,0,Children's Communication Checklist - 2,1376,ccc201
10931,=,current_pronounsmix,No,Social Communication Questionnaire (SCQ) - Current Form,1377,scq_current04
10931,=,current_shortphrases,No,Social Communication Questionnaire (SCQ) - Current Form,1378,scq_current04
10931,=,funccom_cpron,0,"Autism Diagnostic Interview, Revised (ADI-R)",1379,adi_200304
10931,=,funccom_epron,0,"Autism Diagnostic Interview, Revised (ADI-R)",1380,adi_200304
10931,=,lifetime_pronounsmix,No,Social Communication Questionnaire (SCQ) - Lifetime,1381,scq_lifetime04
10931,=,lifetime_shortphrases,No,Social Communication Questionnaire (SCQ) - Lifetime,1382,scq_lifetime04
10931,=,scl5_usepronoun,1,Mullen Scales of Early Learning,1383,mullen03
10931,=,scl5_wordsentence,1,Mullen Scales of Early Learning,1384,mullen03
10931,?,celf4_fs_scld_scr,,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",635,celf_402
10931,?,celf4_rs_scld_scr,,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",636,celf_402
10931,between,ccc2itm53,1::3,Children's Communication Checklist - 2,2533,ccc201
10931,between,ccc2itm55,1::3,Children's Communication Checklist - 2,2534,ccc201
10931,between,ccc2itm69,1::3,Children's Communication Checklist - 2,2535,ccc201
10931,between,pp_ask_info_23,2::4,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",2549,celf_402
10931,in,expressive_18,1;2,Vineland-II - Survey Form (2005),2536,vinelandsurvey_200505
10931,in,expressive_19,1;2,Vineland-II - Survey Form (2005),2537,vinelandsurvey_200505
10931,in,expressive_22,1;2,Vineland-II - Survey Form (2005),2538,vinelandsurvey_200505
10931,in,expressive_24,1;2,Vineland-II - Survey Form (2005),2539,vinelandsurvey_200505
10931,in,expressive_27,1;2,Vineland-II - Survey Form (2005),2540,vinelandsurvey_200505
10931,in,expressive_28,1;2,Vineland-II - Survey Form (2005),2541,vinelandsurvey_200505
10931,in,expressive_31,1;2,Vineland-II - Survey Form (2005),2542,vinelandsurvey_200505
10931,in,expressive_33,1;2,Vineland-II - Survey Form (2005),2543,vinelandsurvey_200505
10931,in,expressive_34,1;2,Vineland-II - Survey Form (2005),2544,vinelandsurvey_200505
10931,in,expressive_35,1;2,Vineland-II - Survey Form (2005),2545,vinelandsurvey_200505
10931,in,expressive_37,1;2,Vineland-II - Survey Form (2005),2546,vinelandsurvey_200505
10931,in,expressive_44,1;2,Vineland-II - Survey Form (2005),2547,vinelandsurvey_200505
10931,in,expressive_53,1;2,Vineland-II - Survey Form (2005),2548,vinelandsurvey_200505
10932,=,ccc2itm53,0,Children's Communication Checklist - 2,1385,ccc201
10932,=,ccc2itm55,0,Children's Communication Checklist - 2,1386,ccc201
10932,=,ccc2itm69,0,Children's Communication Checklist - 2,1387,ccc201
10932,=,current_pronounsmix,Yes,Social Communication Questionnaire (SCQ) - Current Form,1388,scq_current04
10932,=,current_shortphrases,Yes,Social Communication Questionnaire (SCQ) - Current Form,1389,scq_current04
10932,=,expressive_18,0,Vineland-II - Survey Form (2005),1390,vinelandsurvey_200505
10932,=,expressive_19,0,Vineland-II - Survey Form (2005),1391,vinelandsurvey_200505
10932,=,expressive_22,0,Vineland-II - Survey Form (2005),1392,vinelandsurvey_200505
10932,=,expressive_24,0,Vineland-II - Survey Form (2005),1393,vinelandsurvey_200505
10932,=,expressive_27,0,Vineland-II - Survey Form (2005),1394,vinelandsurvey_200505
10932,=,expressive_28,0,Vineland-II - Survey Form (2005),1395,vinelandsurvey_200505
10932,=,expressive_31,0,Vineland-II - Survey Form (2005),1396,vinelandsurvey_200505
10932,=,expressive_33,0,Vineland-II - Survey Form (2005),1397,vinelandsurvey_200505
10932,=,expressive_34,0,Vineland-II - Survey Form (2005),1398,vinelandsurvey_200505
10932,=,expressive_35,0,Vineland-II - Survey Form (2005),1399,vinelandsurvey_200505
10932,=,expressive_37,0,Vineland-II - Survey Form (2005),1400,vinelandsurvey_200505
10932,=,expressive_44,0,Vineland-II - Survey Form (2005),1401,vinelandsurvey_200505
10932,=,expressive_53,0,Vineland-II - Survey Form (2005),1402,vinelandsurvey_200505
10932,=,lifetime_pronounsmix,Yes,Social Communication Questionnaire (SCQ) - Lifetime,1403,scq_lifetime04
10932,=,lifetime_shortphrases,Yes,Social Communication Questionnaire (SCQ) - Lifetime,1404,scq_lifetime04
10932,=,pp_ask_info_23,0,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",1405,celf_402
10932,=,scl5_usepronoun,0,Mullen Scales of Early Learning,1406,mullen03
10932,=,scl5_wordsentence,0,Mullen Scales of Early Learning,1407,mullen03
10932,?,celf4_fs_scld_scr,,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",637,celf_402
10932,?,celf4_rs_scld_scr,,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",638,celf_402
10932,between,ccc2itm01,1::3,Children's Communication Checklist - 2,2550,ccc201
10932,between,ccc2itm10,1::3,Children's Communication Checklist - 2,2551,ccc201
10932,between,ccc2itm17,1::3,Children's Communication Checklist - 2,2552,ccc201
10932,between,ccc2itm27,1::3,Children's Communication Checklist - 2,2553,ccc201
10932,between,ccc2itm43,1::3,Children's Communication Checklist - 2,2554,ccc201
10932,between,ccc2itm50,1::3,Children's Communication Checklist - 2,2555,ccc201
10932,in,funccom_cpron,1;2;3;7,"Autism Diagnostic Interview, Revised (ADI-R)",2556,adi_200304
10932,in,funccom_epron,1;2;3;7,"Autism Diagnostic Interview, Revised (ADI-R)",2557,adi_200304
10941,=,ccc2itm11,0,Children's Communication Checklist - 2,1408,ccc201
10941,=,ccc2itm18,0,Children's Communication Checklist - 2,1409,ccc201
10941,=,ccc2itm25,0,Children's Communication Checklist - 2,1410,ccc201
10941,=,ccc2itm30,0,Children's Communication Checklist - 2,1411,ccc201
10941,=,codinga_iecho_a,0,Adapted ADOS Module 1,1412,aados_m101
10941,=,codinga_iecho_a,0,Autism Diagnostic Observation Schedule (ADOS) - Module 1 (2007),1412,ados1_200701
10941,=,codinga_iecho_a,0,Autism Diagnostic Observation Schedule (ADOS)- Module 1,1412,ados1_200102
10941,=,codinga_iecho_a,0,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 1",1412,ados1_201201
10941,=,codinga_iecho_c,0,Autism Diagnostic Observation Schedule (ADOS) - Module 3,1413,ados3_200103
10941,=,codinga_iecho_c,0,Autism Diagnostic Observation Schedule (ADOS)- Module 3,1413,ados3_200102
10941,=,codinga_iecho_c,0,Autism Diagnostic Observation Schedule (ADOS)- Module 3 (2007),1413,ados3_200701
10941,=,codinga_iecho_c,0,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 3",1413,ados3_201201
10941,=,codinga_iecho_d,0,Autism Diagnostic Observation Schedule (ADOS) - Module 4,1414,ados4_200102
10941,=,codinga_iecho_d,0,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 4",1414,ados4_201201
10941,=,codinga_stereo_a,0,Adapted ADOS Module 1,1415,aados_m101
10941,=,codinga_stereo_a,0,Adapted ADOS Module 2,1415,aados_m201
10941,=,codinga_stereo_a,0,Autism Diagnostic Observation Schedule (ADOS) - Module 1 (2007),1415,ados1_200701
10941,=,codinga_stereo_a,0,Autism Diagnostic Observation Schedule (ADOS)- Module 1,1415,ados1_200102
10941,=,codinga_stereo_a,0,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 1",1415,ados1_201201
10941,=,codinga_stereo_b,0,Autism Diagnostic Observation Schedule (ADOS) - Module 2 (2007),1416,ados2_200701
10941,=,codinga_stereo_b,0,Autism Diagnostic Observation Schedule (ADOS)- Module 2,1416,ados2_200102
10941,=,codinga_stereo_b,0,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 2",1416,ados2_201201
10941,=,codinga_stereo_c,0,Autism Diagnostic Observation Schedule (ADOS) - Module 3,1417,ados3_200103
10941,=,codinga_stereo_c,0,Autism Diagnostic Observation Schedule (ADOS)- Module 3,1417,ados3_200102
10941,=,codinga_stereo_c,0,Autism Diagnostic Observation Schedule (ADOS)- Module 3 (2007),1417,ados3_200701
10941,=,codinga_stereo_c,0,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 3",1417,ados3_201201
10941,=,codinga_stereo_d,0,Autism Diagnostic Observation Schedule (ADOS) - Module 4,1418,ados4_200102
10941,=,codinga_stereo_d,0,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 4",1418,ados4_201201
10941,=,current_madeup,No,Social Communication Questionnaire (SCQ) - Current Form,1419,scq_current04
10941,=,current_oddphrases,No,Social Communication Questionnaire (SCQ) - Current Form,1420,scq_current04
10941,=,current_sayagain,No,Social Communication Questionnaire (SCQ) - Current Form,1421,scq_current04
10941,=,expressive_11,0,Vineland-II - Survey Form (2005),1422,vinelandsurvey_200505
10941,=,funccom_cneoid,0,"Autism Diagnostic Interview, Revised (ADI-R)",1423,adi_200304
10941,=,funccom_cstereo,0,"Autism Diagnostic Interview, Revised (ADI-R)",1424,adi_200304
10941,=,funccom_cverrit,0,"Autism Diagnostic Interview, Revised (ADI-R)",1425,adi_200304
10941,=,funccom_eneoid,0,"Autism Diagnostic Interview, Revised (ADI-R)",1426,adi_200304
10941,=,funccom_estereo,0,"Autism Diagnostic Interview, Revised (ADI-R)",1427,adi_200304
10941,=,funccom_everrit,0,"Autism Diagnostic Interview, Revised (ADI-R)",1428,adi_200304
10941,=,interpersrelation_18,0,Vineland-II - Survey Form (2005),1429,vinelandsurvey_200505
10941,=,lifetime_madeup,No,Social Communication Questionnaire (SCQ) - Lifetime,1430,scq_lifetime04
10941,=,lifetime_oddphrases,No,Social Communication Questionnaire (SCQ) - Lifetime,1431,scq_lifetime04
10941,=,lifetime_sayagain,No,Social Communication Questionnaire (SCQ) - Lifetime,1432,scq_lifetime04
10941,=,mbcriticalitems_8,0,Vineland-II - Survey Form (2005),1433,vinelandsurvey_200505
10941,=,rbsr_q19,0,Repetitive Behavior Scale - Revised (RBS-R),1434,rbs_r02
10941,=,rbsr_q28,0,Repetitive Behavior Scale - Revised (RBS-R),1435,rbs_r02
10941,=,scl5_repeatnum_tot,1,Mullen Scales of Early Learning,1436,mullen03
10941,=,scl5_sentrepeat_1tot,1,Mullen Scales of Early Learning,1437,mullen03
10941,=,srsprs_q51,1,Social Responsiveness Scale (SRS) - Preschool Version,1438,srs_preschool_200601
10941,in,scl5_sentrepeat2_tot,1;2,Mullen Scales of Early Learning,2558,mullen03
10942,=,current_madeup,Yes,Social Communication Questionnaire (SCQ) - Current Form,1439,scq_current04
10942,=,current_oddphrases,Yes,Social Communication Questionnaire (SCQ) - Current Form,1440,scq_current04
10942,=,current_sayagain,Yes,Social Communication Questionnaire (SCQ) - Current Form,1441,scq_current04
10942,=,lifetime_madeup,Yes,Social Communication Questionnaire (SCQ) - Lifetime,1442,scq_lifetime04
10942,=,lifetime_oddphrases,Yes,Social Communication Questionnaire (SCQ) - Lifetime,1443,scq_lifetime04
10942,=,lifetime_sayagain,Yes,Social Communication Questionnaire (SCQ) - Lifetime,1444,scq_lifetime04
10942,=,scl5_repeatnum_tot,0,Mullen Scales of Early Learning,1445,mullen03
10942,=,scl5_sentrepeat2_tot,0,Mullen Scales of Early Learning,1446,mullen03
10942,=,scl5_sentrepeat_1tot,0,Mullen Scales of Early Learning,1447,mullen03
10942,between,ccc2itm11,1::3,Children's Communication Checklist - 2,2559,ccc201
10942,between,ccc2itm18,1::3,Children's Communication Checklist - 2,2560,ccc201
10942,between,ccc2itm25,1::3,Children's Communication Checklist - 2,2561,ccc201
10942,between,ccc2itm30,1::3,Children's Communication Checklist - 2,2562,ccc201
10942,between,codinga_iecho_a,1::3,Adapted ADOS Module 1,2563,aados_m101
10942,between,codinga_iecho_a,1::3,Autism Diagnostic Observation Schedule (ADOS) - Module 1 (2007),2563,ados1_200701
