CONCEPT_ID,PARENT_CONCEPT_ID,LEVEL,TRAIT_DESCRIPTION,"SYS_CONNECT_BY_PATH(C1.TRAIT_DESCRIPTION,':')",IsLeaf
1117,1116,5,Insistence on Order,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Order",0
1117,1116,1,Insistence on Order,:Insistence on Order,0
1118,1116,2,Insistence on Routine,:Adherence to Rituals and Routines:Insistence on Routine,0
1119,1116,2,Repetitive Actions,:Adherence to Rituals and Routines:Repetitive Actions,0
1117,1116,2,Insistence on Order,:Adherence to Rituals and Routines:Insistence on Order,0
1118,1116,1,Insistence on Routine,:Insistence on Routine,0
1119,1116,1,Repetitive Actions,:Repetitive Actions,0
1118,1116,3,Insistence on Routine,:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Routine,0
1119,1116,3,Repetitive Actions,:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Repetitive Actions,0
1117,1116,3,Insistence on Order,:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Order,0
1118,1116,4,Insistence on Routine,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Routine",0
1119,1116,4,Repetitive Actions,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Repetitive Actions",0
1119,1116,5,Repetitive Actions,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Repetitive Actions",0
11171,1117,6,Excessive Insistence on Order,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Order:Excessive Insistence on Order",1
11172,1117,6,No Insistence on Order,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Order:No Insistence on Order",1
11171,1117,2,Excessive Insistence on Order,:Insistence on Order:Excessive Insistence on Order,1
11172,1117,2,No Insistence on Order,:Insistence on Order:No Insistence on Order,1
11171,1117,1,Excessive Insistence on Order,:Excessive Insistence on Order,1
11172,1117,5,No Insistence on Order,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Order:No Insistence on Order",1
11172,1117,4,No Insistence on Order,:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Order:No Insistence on Order,1
11171,1117,3,Excessive Insistence on Order,:Adherence to Rituals and Routines:Insistence on Order:Excessive Insistence on Order,1
11172,1117,3,No Insistence on Order,:Adherence to Rituals and Routines:Insistence on Order:No Insistence on Order,1
11171,1117,4,Excessive Insistence on Order,:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Order:Excessive Insistence on Order,1
11171,1117,5,Excessive Insistence on Order,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Order:Excessive Insistence on Order",1
11172,1117,1,No Insistence on Order,:No Insistence on Order,1
11181,1118,6,Excessive Insistence on Routine,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Routine:Excessive Insistence on Routine",1
11182,1118,6,No Insistence on Routine,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Routine:No Insistence on Routine",1
11181,1118,1,Excessive Insistence on Routine,:Excessive Insistence on Routine,1
11182,1118,1,No Insistence on Routine,:No Insistence on Routine,1
11181,1118,3,Excessive Insistence on Routine,:Adherence to Rituals and Routines:Insistence on Routine:Excessive Insistence on Routine,1
11182,1118,5,No Insistence on Routine,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Routine:No Insistence on Routine",1
11181,1118,2,Excessive Insistence on Routine,:Insistence on Routine:Excessive Insistence on Routine,1
11182,1118,2,No Insistence on Routine,:Insistence on Routine:No Insistence on Routine,1
11181,1118,4,Excessive Insistence on Routine,:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Routine:Excessive Insistence on Routine,1
11182,1118,4,No Insistence on Routine,:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Routine:No Insistence on Routine,1
11181,1118,5,Excessive Insistence on Routine,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Insistence on Routine:Excessive Insistence on Routine",1
11182,1118,3,No Insistence on Routine,:Adherence to Rituals and Routines:Insistence on Routine:No Insistence on Routine,1
11191,1119,6,Excessive Repetitive Actions,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Repetitive Actions:Excessive Repetitive Actions",1
11192,1119,6,No Repetitive Actions,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Repetitive Actions:No Repetitive Actions",1
11191,1119,1,Excessive Repetitive Actions,:Excessive Repetitive Actions,1
11192,1119,1,No Repetitive Actions,:No Repetitive Actions,1
11191,1119,3,Excessive Repetitive Actions,:Adherence to Rituals and Routines:Repetitive Actions:Excessive Repetitive Actions,1
11192,1119,5,No Repetitive Actions,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Repetitive Actions:No Repetitive Actions",1
11191,1119,2,Excessive Repetitive Actions,:Repetitive Actions:Excessive Repetitive Actions,1
11192,1119,2,No Repetitive Actions,:Repetitive Actions:No Repetitive Actions,1
11191,1119,4,Excessive Repetitive Actions,:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Repetitive Actions:Excessive Repetitive Actions,1
11192,1119,4,No Repetitive Actions,:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Repetitive Actions:No Repetitive Actions,1
11191,1119,5,Excessive Repetitive Actions,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Adherence to Rituals and Routines:Repetitive Actions:Excessive Repetitive Actions",1
11192,1119,3,No Repetitive Actions,:Adherence to Rituals and Routines:Repetitive Actions:No Repetitive Actions,1
11201,1120,5,Excessive Compulsive Behavior,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Compulsive Behavior:Excessive Compulsive Behavior",1
11202,1120,5,No Compulsive Behavior,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Compulsive Behavior:No Compulsive Behavior",1
11201,1120,1,Excessive Compulsive Behavior,:Excessive Compulsive Behavior,1
11202,1120,1,No Compulsive Behavior,:No Compulsive Behavior,1
11202,1120,4,No Compulsive Behavior,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Compulsive Behavior:No Compulsive Behavior",1
11202,1120,3,No Compulsive Behavior,:Restricted and Repetitive Behavior:Compulsive Behavior:No Compulsive Behavior,1
11201,1120,2,Excessive Compulsive Behavior,:Compulsive Behavior:Excessive Compulsive Behavior,1
11202,1120,2,No Compulsive Behavior,:Compulsive Behavior:No Compulsive Behavior,1
11201,1120,4,Excessive Compulsive Behavior,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Compulsive Behavior:Excessive Compulsive Behavior",1
11201,1120,3,Excessive Compulsive Behavior,:Restricted and Repetitive Behavior:Compulsive Behavior:Excessive Compulsive Behavior,1
11211,1121,5,Positive Reaction to Unexpected Change,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Reaction to Unexpected Change:Positive Reaction to Unexpected Change",1
11212,1121,5,Negative Reaction to Unexpected Change,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Reaction to Unexpected Change:Negative Reaction to Unexpected Change",1
11211,1121,1,Positive Reaction to Unexpected Change,:Positive Reaction to Unexpected Change,1
11212,1121,1,Negative Reaction to Unexpected Change,:Negative Reaction to Unexpected Change,1
11212,1121,4,Negative Reaction to Unexpected Change,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Reaction to Unexpected Change:Negative Reaction to Unexpected Change",1
11212,1121,3,Negative Reaction to Unexpected Change,:Restricted and Repetitive Behavior:Reaction to Unexpected Change:Negative Reaction to Unexpected Change,1
11211,1121,2,Positive Reaction to Unexpected Change,:Reaction to Unexpected Change:Positive Reaction to Unexpected Change,1
11212,1121,2,Negative Reaction to Unexpected Change,:Reaction to Unexpected Change:Negative Reaction to Unexpected Change,1
11211,1121,4,Positive Reaction to Unexpected Change,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Reaction to Unexpected Change:Positive Reaction to Unexpected Change",1
11211,1121,3,Positive Reaction to Unexpected Change,:Restricted and Repetitive Behavior:Reaction to Unexpected Change:Positive Reaction to Unexpected Change,1
1124,1122,5,Restricted Range of Interests,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Restricted Range of Interests",0
1125,1122,4,Unusual Sensory Interests,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Unusual Sensory Interests",0
1123,1122,5,Intense Interests,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Intense Interests",0
1124,1122,1,Restricted Range of Interests,:Restricted Range of Interests,0
1125,1122,1,Unusual Sensory Interests,:Unusual Sensory Interests,0
1123,1122,1,Intense Interests,:Intense Interests,0
1124,1122,3,Restricted Range of Interests,:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Restricted Range of Interests,0
1125,1122,3,Unusual Sensory Interests,:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Unusual Sensory Interests,0
1123,1122,3,Intense Interests,:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Intense Interests,0
1124,1122,2,Restricted Range of Interests,:Restricted and Unusual Interests:Restricted Range of Interests,0
1125,1122,2,Unusual Sensory Interests,:Restricted and Unusual Interests:Unusual Sensory Interests,0
1123,1122,2,Intense Interests,:Restricted and Unusual Interests:Intense Interests,0
1123,1122,4,Intense Interests,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Intense Interests",0
1124,1122,4,Restricted Range of Interests,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Restricted Range of Interests",0
1125,1122,5,Unusual Sensory Interests,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Unusual Sensory Interests",0
11231,1123,6,Excessive Intense Interests,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Intense Interests:Excessive Intense Interests",1
11232,1123,6,No Intense Interests,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Intense Interests:No Intense Interests",1
11231,1123,2,Excessive Intense Interests,:Intense Interests:Excessive Intense Interests,1
11232,1123,2,No Intense Interests,:Intense Interests:No Intense Interests,1
11231,1123,1,Excessive Intense Interests,:Excessive Intense Interests,1
11232,1123,5,No Intense Interests,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Intense Interests:No Intense Interests",1
11231,1123,4,Excessive Intense Interests,:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Intense Interests:Excessive Intense Interests,1
11232,1123,4,No Intense Interests,:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Intense Interests:No Intense Interests,1
11231,1123,3,Excessive Intense Interests,:Restricted and Unusual Interests:Intense Interests:Excessive Intense Interests,1
11232,1123,3,No Intense Interests,:Restricted and Unusual Interests:Intense Interests:No Intense Interests,1
11231,1123,5,Excessive Intense Interests,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Intense Interests:Excessive Intense Interests",1
11232,1123,1,No Intense Interests,:No Intense Interests,1
11241,1124,6,Very Restricted Range of Interests,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Restricted Range of Interests:Very Restricted Range of Interests",1
11242,1124,6,No Restricted Range of Interests,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Restricted Range of Interests:No Restricted Range of Interests",1
11241,1124,2,Very Restricted Range of Interests,:Restricted Range of Interests:Very Restricted Range of Interests,1
11242,1124,2,No Restricted Range of Interests,:Restricted Range of Interests:No Restricted Range of Interests,1
11241,1124,1,Very Restricted Range of Interests,:Very Restricted Range of Interests,1
11242,1124,5,No Restricted Range of Interests,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Restricted Range of Interests:No Restricted Range of Interests",1
11241,1124,4,Very Restricted Range of Interests,:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Restricted Range of Interests:Very Restricted Range of Interests,1
11242,1124,4,No Restricted Range of Interests,:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Restricted Range of Interests:No Restricted Range of Interests,1
11241,1124,3,Very Restricted Range of Interests,:Restricted and Unusual Interests:Restricted Range of Interests:Very Restricted Range of Interests,1
11242,1124,3,No Restricted Range of Interests,:Restricted and Unusual Interests:Restricted Range of Interests:No Restricted Range of Interests,1
11241,1124,5,Very Restricted Range of Interests,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Restricted Range of Interests:Very Restricted Range of Interests",1
11242,1124,1,No Restricted Range of Interests,:No Restricted Range of Interests,1
11251,1125,6,Excessive Unusual Sensory Interests,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Unusual Sensory Interests:Excessive Unusual Sensory Interests",1
11252,1125,6,No Unusual Sensory Interests,":Personal Traits:Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Unusual Sensory Interests:No Unusual Sensory Interests",1
11251,1125,2,Excessive Unusual Sensory Interests,:Unusual Sensory Interests:Excessive Unusual Sensory Interests,1
11252,1125,2,No Unusual Sensory Interests,:Unusual Sensory Interests:No Unusual Sensory Interests,1
11251,1125,1,Excessive Unusual Sensory Interests,:Excessive Unusual Sensory Interests,1
11252,1125,5,No Unusual Sensory Interests,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Unusual Sensory Interests:No Unusual Sensory Interests",1
11251,1125,4,Excessive Unusual Sensory Interests,:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Unusual Sensory Interests:Excessive Unusual Sensory Interests,1
11252,1125,4,No Unusual Sensory Interests,:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Unusual Sensory Interests:No Unusual Sensory Interests,1
11251,1125,3,Excessive Unusual Sensory Interests,:Restricted and Unusual Interests:Unusual Sensory Interests:Excessive Unusual Sensory Interests,1
11252,1125,3,No Unusual Sensory Interests,:Restricted and Unusual Interests:Unusual Sensory Interests:No Unusual Sensory Interests,1
11251,1125,5,Excessive Unusual Sensory Interests,":Stereotyped, Restricted, and Repetitive Behavior:Restricted and Repetitive Behavior:Restricted and Unusual Interests:Unusual Sensory Interests:Excessive Unusual Sensory Interests",1
11252,1125,1,No Unusual Sensory Interests,:No Unusual Sensory Interests,1
1134,1126,3,Self Concept,:Personal Traits:Emotional Traits:Self Concept,0
1130,1126,3,Mood,:Personal Traits:Emotional Traits:Mood,0
1127,1126,3,Affect,:Personal Traits:Emotional Traits:Affect,0
1134,1126,1,Self Concept,:Self Concept,0
1127,1126,2,Affect,:Emotional Traits:Affect,0
1127,1126,1,Affect,:Affect,0
1134,1126,2,Self Concept,:Emotional Traits:Self Concept,0
1130,1126,2,Mood,:Emotional Traits:Mood,0
1130,1126,1,Mood,:Mood,0
1129,1127,4,Showing Emotion,:Personal Traits:Emotional Traits:Affect:Showing Emotion,0
1128,1127,4,Distant or Preoccupied Affect,:Personal Traits:Emotional Traits:Affect:Distant or Preoccupied Affect,0
1129,1127,2,Showing Emotion,:Affect:Showing Emotion,0
1128,1127,3,Distant or Preoccupied Affect,:Emotional Traits:Affect:Distant or Preoccupied Affect,0
1129,1127,1,Showing Emotion,:Showing Emotion,0
1128,1127,1,Distant or Preoccupied Affect,:Distant or Preoccupied Affect,0
1129,1127,3,Showing Emotion,:Emotional Traits:Affect:Showing Emotion,0
1128,1127,2,Distant or Preoccupied Affect,:Affect:Distant or Preoccupied Affect,0
11281,1128,5,Excessive Distant or Preoccupied Affect,:Personal Traits:Emotional Traits:Affect:Distant or Preoccupied Affect:Excessive Distant or Preoccupied Affect,1
11282,1128,5,No Distant or Preoccupied Affect,:Personal Traits:Emotional Traits:Affect:Distant or Preoccupied Affect:No Distant or Preoccupied Affect,1
11281,1128,3,Excessive Distant or Preoccupied Affect,:Affect:Distant or Preoccupied Affect:Excessive Distant or Preoccupied Affect,1
11282,1128,3,No Distant or Preoccupied Affect,:Affect:Distant or Preoccupied Affect:No Distant or Preoccupied Affect,1
11282,1128,4,No Distant or Preoccupied Affect,:Emotional Traits:Affect:Distant or Preoccupied Affect:No Distant or Preoccupied Affect,1
11282,1128,2,No Distant or Preoccupied Affect,:Distant or Preoccupied Affect:No Distant or Preoccupied Affect,1
11281,1128,1,Excessive Distant or Preoccupied Affect,:Excessive Distant or Preoccupied Affect,1
11282,1128,1,No Distant or Preoccupied Affect,:No Distant or Preoccupied Affect,1
11281,1128,4,Excessive Distant or Preoccupied Affect,:Emotional Traits:Affect:Distant or Preoccupied Affect:Excessive Distant or Preoccupied Affect,1
11281,1128,2,Excessive Distant or Preoccupied Affect,:Distant or Preoccupied Affect:Excessive Distant or Preoccupied Affect,1
11291,1129,5,Normal Showing Emotion,:Personal Traits:Emotional Traits:Affect:Showing Emotion:Normal Showing Emotion,1
11292,1129,5,Poor Showing Emotion,:Personal Traits:Emotional Traits:Affect:Showing Emotion:Poor Showing Emotion,1
11291,1129,3,Normal Showing Emotion,:Affect:Showing Emotion:Normal Showing Emotion,1
11292,1129,3,Poor Showing Emotion,:Affect:Showing Emotion:Poor Showing Emotion,1
11292,1129,4,Poor Showing Emotion,:Emotional Traits:Affect:Showing Emotion:Poor Showing Emotion,1
11292,1129,2,Poor Showing Emotion,:Showing Emotion:Poor Showing Emotion,1
11291,1129,1,Normal Showing Emotion,:Normal Showing Emotion,1
11292,1129,1,Poor Showing Emotion,:Poor Showing Emotion,1
11291,1129,4,Normal Showing Emotion,:Emotional Traits:Affect:Showing Emotion:Normal Showing Emotion,1
11291,1129,2,Normal Showing Emotion,:Showing Emotion:Normal Showing Emotion,1
1131,1130,4,Anxiety,:Personal Traits:Emotional Traits:Mood:Anxiety,0
1133,1130,4,Emotional Swings,:Personal Traits:Emotional Traits:Mood:Emotional Swings,0
1132,1130,4,Depression,:Personal Traits:Emotional Traits:Mood:Depression,0
1132,1130,1,Depression,:Depression,0
1131,1130,2,Anxiety,:Mood:Anxiety,0
1132,1130,3,Depression,:Emotional Traits:Mood:Depression,0
1132,1130,2,Depression,:Mood:Depression,0
1131,1130,1,Anxiety,:Anxiety,0
1133,1130,1,Emotional Swings,:Emotional Swings,0
1131,1130,3,Anxiety,:Emotional Traits:Mood:Anxiety,0
1133,1130,3,Emotional Swings,:Emotional Traits:Mood:Emotional Swings,0
1133,1130,2,Emotional Swings,:Mood:Emotional Swings,0
11311,1131,5,Excessive Anxiety,:Personal Traits:Emotional Traits:Mood:Anxiety:Excessive Anxiety,1
11312,1131,5,No Anxiety,:Personal Traits:Emotional Traits:Mood:Anxiety:No Anxiety,1
11311,1131,1,Excessive Anxiety,:Excessive Anxiety,1
11312,1131,1,No Anxiety,:No Anxiety,1
11312,1131,4,No Anxiety,:Emotional Traits:Mood:Anxiety:No Anxiety,1
11312,1131,3,No Anxiety,:Mood:Anxiety:No Anxiety,1
11311,1131,2,Excessive Anxiety,:Anxiety:Excessive Anxiety,1
11312,1131,2,No Anxiety,:Anxiety:No Anxiety,1
11311,1131,4,Excessive Anxiety,:Emotional Traits:Mood:Anxiety:Excessive Anxiety,1
11311,1131,3,Excessive Anxiety,:Mood:Anxiety:Excessive Anxiety,1
11321,1132,5,Depressed,:Personal Traits:Emotional Traits:Mood:Depression:Depressed,1
11322,1132,5,No Depression,:Personal Traits:Emotional Traits:Mood:Depression:No Depression,1
11321,1132,2,Depressed,:Depression:Depressed,1
11322,1132,2,No Depression,:Depression:No Depression,1
11322,1132,4,No Depression,:Emotional Traits:Mood:Depression:No Depression,1
11322,1132,1,No Depression,:No Depression,1
11321,1132,3,Depressed,:Mood:Depression:Depressed,1
11322,1132,3,No Depression,:Mood:Depression:No Depression,1
11321,1132,4,Depressed,:Emotional Traits:Mood:Depression:Depressed,1
11321,1132,1,Depressed,:Depressed,1
11331,1133,5,Excessive Emotional Swings,:Personal Traits:Emotional Traits:Mood:Emotional Swings:Excessive Emotional Swings,1
11332,1133,5,No Emotional Swings,:Personal Traits:Emotional Traits:Mood:Emotional Swings:No Emotional Swings,1
11331,1133,1,Excessive Emotional Swings,:Excessive Emotional Swings,1
11332,1133,1,No Emotional Swings,:No Emotional Swings,1
11332,1133,4,No Emotional Swings,:Emotional Traits:Mood:Emotional Swings:No Emotional Swings,1
11332,1133,3,No Emotional Swings,:Mood:Emotional Swings:No Emotional Swings,1
11331,1133,2,Excessive Emotional Swings,:Emotional Swings:Excessive Emotional Swings,1
11332,1133,2,No Emotional Swings,:Emotional Swings:No Emotional Swings,1
11331,1133,4,Excessive Emotional Swings,:Emotional Traits:Mood:Emotional Swings:Excessive Emotional Swings,1
11331,1133,3,Excessive Emotional Swings,:Mood:Emotional Swings:Excessive Emotional Swings,1
11341,1134,4,Confident,:Personal Traits:Emotional Traits:Self Concept:Confident,1
11342,1134,4,Poor Self Concept,:Personal Traits:Emotional Traits:Self Concept:Poor Self Concept,1
11341,1134,1,Confident,:Confident,1
11342,1134,3,Poor Self Concept,:Emotional Traits:Self Concept:Poor Self Concept,1
11341,1134,2,Confident,:Self Concept:Confident,1
11342,1134,2,Poor Self Concept,:Self Concept:Poor Self Concept,1
11341,1134,3,Confident,:Emotional Traits:Self Concept:Confident,1
11342,1134,1,Poor Self Concept,:Poor Self Concept,1
1184,1135,2,Adaptive Life Skills,:Social Competence:Adaptive Life Skills,0
1136,1135,2,Recognition of Social Norms,:Social Competence:Recognition of Social Norms,0
1159,1135,1,Interpersonal Interactions,:Interpersonal Interactions,0
1184,1135,1,Adaptive Life Skills,:Adaptive Life Skills,0
1136,1135,1,Recognition of Social Norms,:Recognition of Social Norms,0
1159,1135,2,Interpersonal Interactions,:Social Competence:Interpersonal Interactions,0
1137,1136,3,Awareness of Social Cues,:Social Competence:Recognition of Social Norms:Awareness of Social Cues,0
1152,1136,3,Intentional Bad Behavior,:Social Competence:Recognition of Social Norms:Intentional Bad Behavior,0
1158,1136,3,Regard for Customs and Manners,:Social Competence:Recognition of Social Norms:Regard for Customs and Manners,0
1140,1136,3,Conversational Skills,:Social Competence:Recognition of Social Norms:Conversational Skills,0
1137,1136,1,Awareness of Social Cues,:Awareness of Social Cues,0
1152,1136,2,Intentional Bad Behavior,:Recognition of Social Norms:Intentional Bad Behavior,0
1158,1136,1,Regard for Customs and Manners,:Regard for Customs and Manners,0
1140,1136,1,Conversational Skills,:Conversational Skills,0
1158,1136,2,Regard for Customs and Manners,:Recognition of Social Norms:Regard for Customs and Manners,0
1140,1136,2,Conversational Skills,:Recognition of Social Norms:Conversational Skills,0
1137,1136,2,Awareness of Social Cues,:Recognition of Social Norms:Awareness of Social Cues,0
1152,1136,1,Intentional Bad Behavior,:Intentional Bad Behavior,0
11371,1137,4,Good Awareness of Social Cues,:Social Competence:Recognition of Social Norms:Awareness of Social Cues:Good Awareness of Social Cues,1
11372,1137,3,Poor Awareness of Social Cues,:Recognition of Social Norms:Awareness of Social Cues:Poor Awareness of Social Cues,1
1138,1137,4,Awareness of Harmful Social Situations,:Social Competence:Recognition of Social Norms:Awareness of Social Cues:Awareness of Harmful Social Situations,0
11372,1137,4,Poor Awareness of Social Cues,:Social Competence:Recognition of Social Norms:Awareness of Social Cues:Poor Awareness of Social Cues,1
11371,1137,2,Good Awareness of Social Cues,:Awareness of Social Cues:Good Awareness of Social Cues,1
1139,1137,2,Awareness of Social and Personal Space,:Awareness of Social Cues:Awareness of Social and Personal Space,0
1138,1137,2,Awareness of Harmful Social Situations,:Awareness of Social Cues:Awareness of Harmful Social Situations,0
11372,1137,2,Poor Awareness of Social Cues,:Awareness of Social Cues:Poor Awareness of Social Cues,1
11371,1137,1,Good Awareness of Social Cues,:Good Awareness of Social Cues,1
1139,1137,1,Awareness of Social and Personal Space,:Awareness of Social and Personal Space,0
1138,1137,1,Awareness of Harmful Social Situations,:Awareness of Harmful Social Situations,0
11372,1137,1,Poor Awareness of Social Cues,:Poor Awareness of Social Cues,1
11371,1137,3,Good Awareness of Social Cues,:Recognition of Social Norms:Awareness of Social Cues:Good Awareness of Social Cues,1
1139,1137,3,Awareness of Social and Personal Space,:Recognition of Social Norms:Awareness of Social Cues:Awareness of Social and Personal Space,0
1138,1137,3,Awareness of Harmful Social Situations,:Recognition of Social Norms:Awareness of Social Cues:Awareness of Harmful Social Situations,0
1139,1137,4,Awareness of Social and Personal Space,:Social Competence:Recognition of Social Norms:Awareness of Social Cues:Awareness of Social and Personal Space,0
11381,1138,5,Good Awareness of Harmful Social Situations,:Social Competence:Recognition of Social Norms:Awareness of Social Cues:Awareness of Harmful Social Situations:Good Awareness of Harmful Social Situations,1
11382,1138,5,Poor Awareness of Harmful Social Situations,:Social Competence:Recognition of Social Norms:Awareness of Social Cues:Awareness of Harmful Social Situations:Poor Awareness of Harmful Social Situations,1
11381,1138,3,Good Awareness of Harmful Social Situations,:Awareness of Social Cues:Awareness of Harmful Social Situations:Good Awareness of Harmful Social Situations,1
11382,1138,3,Poor Awareness of Harmful Social Situations,:Awareness of Social Cues:Awareness of Harmful Social Situations:Poor Awareness of Harmful Social Situations,1
11382,1138,4,Poor Awareness of Harmful Social Situations,:Recognition of Social Norms:Awareness of Social Cues:Awareness of Harmful Social Situations:Poor Awareness of Harmful Social Situations,1
11382,1138,2,Poor Awareness of Harmful Social Situations,:Awareness of Harmful Social Situations:Poor Awareness of Harmful Social Situations,1
11381,1138,1,Good Awareness of Harmful Social Situations,:Good Awareness of Harmful Social Situations,1
11382,1138,1,Poor Awareness of Harmful Social Situations,:Poor Awareness of Harmful Social Situations,1
11381,1138,4,Good Awareness of Harmful Social Situations,:Recognition of Social Norms:Awareness of Social Cues:Awareness of Harmful Social Situations:Good Awareness of Harmful Social Situations,1
11381,1138,2,Good Awareness of Harmful Social Situations,:Awareness of Harmful Social Situations:Good Awareness of Harmful Social Situations,1
11391,1139,5,Good Awareness of Social and Personal Space,:Social Competence:Recognition of Social Norms:Awareness of Social Cues:Awareness of Social and Personal Space:Good Awareness of Social and Personal Space,1
11392,1139,5,Poor Awareness of Social and Personal Space,:Social Competence:Recognition of Social Norms:Awareness of Social Cues:Awareness of Social and Personal Space:Poor Awareness of Social and Personal Space,1
11392,1139,1,Poor Awareness of Social and Personal Space,:Poor Awareness of Social and Personal Space,1
